Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
equatorial,equatorial,0.33,Adjective,10,10,5,equatorial,11.50,0.76,11.50,0.76,,,,
equerry,equerry,0.02,Noun,7,6,3,equerry,14.57,0.37,14.57,0.37,,,,
equestrian,equestrian,0.39,Adjective,10,10,4,equestrian,12.76,0.89,12.76,0.89,,,,
equestrienne,equestrienne,#N/A,#N/A,12,9,3,equestrienne,14.67,0.79,14.67,0.79,,,,
equidistant,equidistant,0.14,Noun,11,11,4,equidistant,14.67,0.67,14.67,0.67,,,,
equilateral,equilateral,0.04,Noun,11,11,5,equilateral,12.72,1.00,12.72,1.00,,,,
equilibrator,equilibrator,0.02,Noun,12,11,5,equilibrator,16.09,0.55,16.09,0.55,,,,
equilibrium,equilibrium,0.90,Noun,11,11,5,equilibrium,12.67,1.00,12.67,1.00,,,,
equine,equine,0.14,Adjective,6,5,2,equine,12.28,0.79,12.28,0.79,,13.58,,
equinoctial,equinoctial,#N/A,#N/A,11,9,4,equinoctial,15.00,0.35,15.00,0.35,,,,
equinox,equinox,0.37,Noun,7,8,3,equinox,13.17,1.00,13.17,1.00,,,,
equip,equip,0.33,Verb,5,5,2,equip,10.82,0.94,10.82,0.94,,,,
equipage,equipage,#N/A,#N/A,8,7,3,equipage,15.40,0.26,15.40,0.26,,,,
equipment,equipment,25.45,Noun,9,9,3,equipment,7.50,1.00,7.50,1.00,,8.86,,
equipments,equipments,0.10,Noun,10,10,3,equipment,,,7.50,1.00,,8.86,,
equipoise,equipoise,0.16,Verb,9,7,3,equipoise,15.67,0.30,15.67,0.30,,,,
equipped,equipped,4.25,Verb,8,6,2,equip,,,10.82,0.94,,,,
equipping,equipping,0.06,Verb,9,7,3,equip,,,10.82,0.94,,,,
equips,equips,0.37,Verb,6,6,2,equip,,,10.82,0.94,,,,
equitable,equitable,0.35,Adjective,9,9,4,equitable,13.84,0.95,13.84,0.95,,,,
equitation,equitation,0.04,Noun,10,9,4,equitation,15.31,0.72,15.31,0.72,,,,
equities,equities,0.06,Noun,8,7,3,equity,,,15.53,1.00,,,,
equity,equity,1.31,Noun,6,6,3,equity,15.53,1.00,15.53,1.00,,,,
equivalency,equivalency,0.22,Noun,11,11,5,equivalency,11.06,1.00,11.06,1.00,,,,
equivalent,equivalent,2.63,Noun,10,10,4,equivalent,10.26,1.00,10.26,1.00,,,,
equivalents,equivalents,0.04,Noun,11,11,4,equivalent,,,10.26,1.00,,,,
equivocal,equivocal,0.16,Adjective,9,9,4,equivocal,14.24,0.89,14.24,0.89,,,,
equivocate,equivocate,0.10,Verb,10,9,4,equivocate,14.62,0.72,14.62,0.72,,,,
equivocation,equivocation,0.10,Noun,12,11,5,equivocation,13.79,0.78,13.79,0.78,,,,
equivocations,equivocations,0.02,Noun,13,13,6,equivocation,,,13.79,0.78,,,,
era,era,5.71,Noun,3,3,2,era,11.14,1.00,11.14,1.00,,,,10.90
eradicate,eradicate,0.53,Verb,9,8,4,eradicate,14.75,0.84,14.75,0.84,,,,
eradicated,eradicated,0.33,Verb,10,10,5,eradicate,,,14.75,0.84,,,,
eradicating,eradicating,0.16,Verb,11,10,5,eradicate,,,14.75,0.84,,,,
eradication,eradication,0.29,Noun,11,10,5,eradication,13.67,1.00,13.67,1.00,,,,
eradicator,eradicator,0.06,Noun,10,9,5,eradicator,14.17,1.00,14.17,1.00,,,,
eras,eras,0.41,Noun,4,4,2,era,,,11.14,1.00,,,,10.90
erasable,erasable,0.02,Adjective,8,8,4,erasable,8.50,0.95,8.50,0.95,,,,
erase,erase,6.22,Verb,5,4,2,erase,5.68,1.00,5.68,1.00,,,,5.25
erased,erased,3.90,Verb,6,5,2,erase,,,5.68,1.00,,,,5.25
eraser,eraser,1.00,Noun,6,5,3,eraser,4.95,1.00,4.95,1.00,,,,
erasers,erasers,0.33,Noun,7,6,3,eraser,,,4.95,1.00,,,,
erases,erases,0.33,Verb,6,6,3,erase,,,5.68,1.00,,,,5.25
erasing,erasing,0.69,Verb,7,6,3,erase,,,5.68,1.00,,,,5.25
erasure,erasure,0.06,Noun,7,5,3,erasure,11.69,0.84,11.69,0.84,,,,
erasures,erasures,0.08,Noun,8,6,3,erasure,,,11.69,0.84,,,,
erbium,erbium,0.02,Noun,6,6,3,erbium,16.67,0.15,16.67,0.15,,,,
erect,erect,1.18,Adjective,5,5,2,erect,12.83,1.00,12.83,1.00,9.32,,,12.11
erected,erected,0.49,Verb,7,7,3,erect,,,12.83,1.00,9.32,,,12.11
erectile,erectile,0.47,Adjective,8,7,3,erectile,14.00,1.00,14.00,1.00,,,,
erecting,erecting,0.10,Verb,8,7,3,erect,,,12.83,1.00,9.32,,,12.11
erection,erection,2.18,Noun,8,7,3,erection,13.11,1.00,13.11,1.00,,,,
erections,erections,0.25,Noun,9,8,3,erection,,,13.11,1.00,,,,
erector,erector,0.14,Noun,7,6,3,erector,10.89,0.90,10.89,0.90,,,,
erg,erg,0.10,Noun,3,3,1,erg,15.88,0.42,15.88,0.42,,,,
ergo,ergo,0.84,Noun,4,3,2,ergo,15.38,0.76,15.38,0.76,,,,12.43
ergonomic,ergonomic,0.10,Adjective,9,8,4,ergonomic,14.29,0.89,14.29,0.89,,,,
ergot,ergot,0.06,Noun,5,4,2,ergot,14.23,0.68,14.23,0.68,,,,
ermine,ermine,0.69,Noun,6,4,2,ermine,13.60,0.53,13.60,0.53,,,,13.18
ermines,ermines,0.02,Noun,7,6,2,ermine,,,13.60,0.53,,,,13.18
erode,erode,0.12,Verb,5,4,2,erode,10.60,0.98,10.60,0.98,,10.87,,
eroded,eroded,0.24,Verb,6,6,3,erode,,,10.60,0.98,,10.87,,
erodent,erodent,0.02,Adjective,7,7,3,erodent,13.80,0.53,13.80,0.53,,,,
eroding,eroding,0.37,Adjective,7,6,3,eroding,10.17,1.00,10.17,1.00,,,,
erogenous,erogenous,0.33,Adjective,9,8,4,erogenous,13.29,0.70,13.29,0.70,,,,
erosion,erosion,0.55,Noun,7,6,3,erosion,10.32,1.00,10.32,1.00,,,,
erosions,erosions,0.02,Noun,8,7,3,erosion,,,10.32,1.00,,,,
erosive,erosive,0.02,Adjective,7,6,3,erosive,11.76,0.94,11.76,0.94,,,,
erotic,erotic,3.92,Adjective,6,6,3,erotic,12.63,1.00,12.63,1.00,,,,
erotica,erotica,0.55,Noun,7,7,4,erotica,14.44,1.00,14.44,1.00,,,,
eroticism,eroticism,0.16,Noun,9,9,5,eroticism,14.62,0.89,14.62,0.89,,,,
eroticize,eroticize,0.02,Verb,9,8,4,eroticize,15.26,1.00,15.26,1.00,,,,
err,err,1.51,Verb,3,2,1,err,13.06,0.89,13.06,0.89,,,,
errand,errand,4.00,Noun,6,5,2,errand,6.94,0.95,6.94,0.95,,,,8.12
errands,errands,3.82,Noun,7,6,2,errand,,,6.94,0.95,,,,8.12
errant,errant,0.49,Adjective,6,5,2,errant,14.18,0.85,14.18,0.85,,,,
errantry,errantry,0.02,Noun,8,7,4,errantry,14.57,0.74,14.57,0.74,,,,
errata,errata,#N/A,#N/A,6,5,3,errata,15.00,0.19,15.00,0.19,,,,
erratic,erratic,1.67,Adjective,7,6,3,erratic,12.70,0.95,12.70,0.95,,,,
erratum,erratum,0.02,Noun,7,6,3,erratum,15.77,0.68,15.77,0.68,,,,
erred,erred,0.14,Verb,5,3,1,err,,,13.06,0.89,,,,
erroneous,erroneous,0.53,Adjective,9,7,4,erroneous,13.79,0.95,13.79,0.95,,,,
error,error,9.27,Noun,5,3,2,error,6.21,1.00,6.21,1.00,,8.45,,7.88
errorless,errorless,0.02,Adjective,9,6,3,errorless,11.33,1.00,11.33,1.00,,,,
errors,errors,1.71,Noun,6,4,2,error,,,6.21,1.00,,8.45,,7.88
errs,errs,0.06,Verb,4,3,1,err,,,13.06,0.89,,,,
ersatz,ersatz,0.14,Adjective,6,6,2,ersatz,17.67,0.32,17.67,0.32,,,,
erstwhile,erstwhile,0.10,Adjective,9,6,2,erstwhile,14.85,0.68,14.85,0.68,,,,
erudite,erudite,0.06,Adjective,7,6,3,erudite,13.10,0.56,13.10,0.56,,,,
erudition,erudition,0.06,Noun,9,8,4,erudition,14.75,0.42,14.75,0.42,,,,
erupt,erupt,0.39,Verb,5,5,2,erupt,8.26,1.00,8.26,1.00,,,,
erupted,erupted,0.49,Verb,7,7,3,erupt,,,8.26,1.00,,,,
erupting,erupting,0.25,Verb,8,7,3,erupt,,,8.26,1.00,,,,
eruption,eruption,0.39,Noun,8,7,3,eruption,7.53,1.00,7.53,1.00,,,,
eruptions,eruptions,0.22,Noun,9,8,3,eruption,,,7.53,1.00,,,,
eruptive,eruptive,0.02,Adjective,8,7,3,eruptive,11.58,1.00,11.58,1.00,,,,
erupts,erupts,0.25,Verb,6,6,2,erupt,,,8.26,1.00,,,,
erythromycin,erythromycin,0.14,Noun,12,11,5,erythromycin,15.25,0.42,15.25,0.42,,,,
erythrosine,erythrosine,0.02,Verb,11,9,4,erythrosine,15.86,0.33,15.86,0.33,,,,
escalate,escalate,0.71,Verb,8,7,3,escalate,10.94,1.00,10.94,1.00,,,,
escalated,escalated,0.78,Verb,9,9,4,escalate,,,10.94,1.00,,,,
escalates,escalates,0.20,Verb,9,8,3,escalate,,,10.94,1.00,,,,
escalating,escalating,0.61,Adjective,10,9,4,escalating,11.33,0.95,11.33,0.95,,,,
escalation,escalation,0.39,Noun,10,9,4,escalation,12.83,1.00,12.83,1.00,,,,
escalations,escalations,0.02,Noun,11,10,4,escalation,,,12.83,1.00,,,,
escalator,escalator,1.29,Noun,9,8,4,escalator,7.11,1.00,7.11,1.00,,,,
escalators,escalators,0.18,Noun,10,9,4,escalator,,,7.11,1.00,,,,
escapable,escapable,0.02,Adjective,9,9,4,escapable,9.75,1.00,9.75,1.00,,,,
escapade,escapade,0.35,Noun,8,7,3,escapade,11.16,1.00,11.16,1.00,,,,
escapades,escapades,0.33,Noun,9,8,3,escapade,,,11.16,1.00,,,,
escape,escape,44.27,Verb,6,5,2,escape,6.60,1.00,6.60,1.00,7.27,6.67,,7.72
escaped,escaped,19.43,Verb,7,6,2,escape,,,6.60,1.00,7.27,6.67,,7.72
escapee,escapee,0.22,Noun,7,6,3,escapee,10.58,1.00,10.58,1.00,,,,
escapees,escapees,0.12,Noun,8,7,3,escapee,,,10.58,1.00,,,,
escaper,escaper,0.02,Noun,7,6,3,escaper,10.16,0.90,10.16,0.90,,,,
escapes,escapes,2.57,Verb,7,6,2,escape,,,6.60,1.00,7.27,6.67,,7.72
escaping,escaping,3.18,Verb,8,7,3,escape,,,6.60,1.00,7.27,6.67,,7.72
escapism,escapism,0.10,Noun,8,9,4,escapism,13.77,0.68,13.77,0.68,,,,
escapist,escapist,0.14,Noun,8,8,3,escapist,11.83,0.90,11.83,0.90,,,,
escapology,escapology,0.02,Noun,10,10,5,escapology,15.60,0.53,15.60,0.53,,,,
escargot,escargot,0.29,Verb,8,7,3,escargot,11.67,0.95,11.67,0.95,,,,
escargots,escargots,0.14,Noun,9,8,3,escargot,,,11.67,0.95,,,,
escarole,escarole,0.04,Noun,8,6,3,escarole,17.00,0.35,17.00,0.35,,,,
escarpment,escarpment,0.43,Noun,10,10,3,escarpment,14.50,0.56,14.50,0.56,,,,
eschew,eschew,0.02,Verb,6,4,2,eschew,16.00,0.83,16.00,0.83,,,,
eschewing,eschewing,0.04,Verb,9,5,3,eschew,,,16.00,0.83,,,,
eschews,eschews,0.04,Verb,7,5,2,eschew,,,16.00,0.83,,,,
escort,escort,14.69,Verb,6,6,2,escort,10.84,1.00,10.84,1.00,,10.24,,10.22
escorted,escorted,1.63,Verb,8,8,3,escort,,,10.84,1.00,,10.24,,10.22
escorting,escorting,0.94,Verb,9,8,3,escort,,,10.84,1.00,,10.24,,10.22
escorts,escorts,1.25,Noun,7,7,2,escort,,,10.84,1.00,,10.24,,10.22
escritoire,escritoire,#N/A,#N/A,10,9,3,escritoire,18.00,0.20,18.00,0.20,,,,
escrow,escrow,1.55,Noun,6,5,2,escrow,15.38,0.80,15.38,0.80,,,,13.29
escudo,escudo,#N/A,#N/A,6,6,3,escudo,17.00,0.14,17.00,0.14,,,,
escudos,escudos,0.04,Noun,7,7,3,escudo,,,17.00,0.14,,,,
escutcheon,escutcheon,0.06,Noun,10,7,3,escutcheon,16.62,0.42,16.62,0.42,,,,
eskimo,eskimo,1.65,1.65,6,6,3,eskimo,7.12,1.00,7.12,1.00,,,,
esophageal,esophageal,0.18,Adjective,10,9,5,esophageal,15.85,0.72,15.85,0.72,,,,
esophagi,oesophagi,0.02,Noun,8,7,4,esophagus,,,11.06,0.89,,,,
esophagus,oesophagus,0.71,Noun,9,8,4,esophagus,11.06,0.89,11.06,0.89,,,,
esoteric,esoteric,0.37,Adjective,8,8,4,esoteric,13.67,0.63,13.67,0.63,,,,
especial,especial,0.14,Adjective,8,7,3,especial,10.42,0.67,10.42,0.67,,,,
espionage,espionage,1.71,Noun,9,8,4,espionage,10.60,0.83,10.60,0.83,,,,
esplanade,esplanade,0.31,Noun,9,8,3,esplanade,15.00,0.53,15.00,0.53,,,,
espouse,espouse,0.04,Verb,7,5,2,espouse,14.86,0.78,14.86,0.78,,,,
espoused,espoused,0.04,Verb,8,6,2,espouse,,,14.86,0.78,,,,
espouses,espouses,0.02,Verb,8,7,3,espouse,,,14.86,0.78,,,,
espousing,espousing,0.08,Verb,9,7,3,espouse,,,14.86,0.78,,,,
espresso,espresso,2.06,Noun,8,7,3,espresso,13.26,1.00,13.26,1.00,,,,
espressos,espressos,0.14,Noun,9,8,3,espresso,,,13.26,1.00,,,,
esprit,esprit,0.27,Noun,6,5,2,esprit,13.45,0.61,13.45,0.61,,,,
esquire,esquire,0.98,Noun,7,6,2,esquire,12.93,0.79,12.93,0.79,,,,
essay,essay,6.14,Noun,5,3,2,essay,8.39,1.00,8.39,1.00,,8.92,,8.53
essays,essays,1.08,Noun,6,4,2,essay,,,8.39,1.00,,8.92,,8.53
essence,essence,5.63,Noun,7,5,2,essence,11.90,1.00,11.90,1.00,,,,11.49
essences,essences,0.12,Noun,8,7,3,essence,,,11.90,1.00,,,,11.49
essential,essential,4.84,Adjective,9,7,3,essential,10.28,1.00,10.28,1.00,,,,
essentials,essentials,0.76,Noun,10,8,3,essential,,,10.28,1.00,,,,
establish,establish,6.33,Verb,9,8,3,establish,10.63,1.00,10.63,1.00,,,,
established,established,8.14,Verb,11,9,3,establish,,,10.63,1.00,,,,
establishes,establishes,0.22,Verb,11,10,4,establish,,,10.63,1.00,,,,
establishing,establishing,1.43,Verb,12,10,4,establish,,,10.63,1.00,,,,
establishment,establishment,4.12,Noun,13,12,4,establishment,10.37,1.00,10.37,1.00,,10.36,,
establishments,establishments,0.27,Noun,14,13,4,establishment,,,10.37,1.00,,10.36,,
estate,estate,21.10,Noun,6,5,2,estate,10.84,1.00,10.84,1.00,9.56,9.71,,10.04
estates,estates,1.33,Noun,7,6,2,estate,,,10.84,1.00,9.56,9.71,,10.04
esteem,esteem,1.69,Noun,6,5,2,esteem,10.55,1.00,10.55,1.00,,,,10.04
esteemed,esteemed,1.47,Adjective,8,6,2,esteemed,13.11,0.95,13.11,0.95,,,,
esteems,esteems,0.04,Noun,7,6,2,esteem,,,10.55,1.00,,,,10.04
esthetic,aesthetic,0.04,Noun,8,7,3,aesthetic,,,15.74,1.00,,,,
esthetics,aesthetics,0.00,#N/A,9,8,3,aesthetics,,,15.06,1.00,,,,
estimable,estimable,0.04,Adjective,9,9,4,estimable,14.67,0.79,14.67,0.79,,,,
estimate,estimate,4.76,Noun,8,7,3,estimate,8.78,1.00,8.78,1.00,,9.92,,
estimates,estimates,1.76,Noun,9,8,3,estimate,,,8.78,1.00,,9.92,,
estimating,estimating,0.29,Verb,10,9,4,estimate,,,8.78,1.00,,9.92,,
estimation,estimation,0.49,Noun,10,9,4,estimation,9.79,1.00,9.79,1.00,,,,
estimations,estimations,0.04,Noun,11,10,4,estimation,,,9.79,1.00,,,,
estimator,estimator,0.00,#N/A,9,8,4,estimator,11.51,1.00,11.51,1.00,12.09,,,
estrange,estrange,0.04,Verb,8,7,2,estrange,11.95,1.00,11.95,1.00,,,,
estranged,estranged,0.41,Adjective,9,8,2,estranged,12.44,0.90,12.44,0.90,,,,
estrangement,estrangement,0.20,Noun,12,11,3,estrangement,14.83,0.90,14.83,0.90,,,,
estrangements,estrangements,0.02,Noun,13,12,3,estrangement,,,14.83,0.90,,,,
estuary,estuary,0.10,Noun,7,7,4,estuary,14.13,0.68,14.13,0.68,,,,
eta,eta,2.73,Noun,3,3,2,eta,14.44,0.43,14.44,0.43,,,,
etas,etas,0.02,Noun,4,4,2,eta,,,14.44,0.43,,,,
etch,etch,0.20,Verb,4,2,1,etch,8.06,1.00,8.06,1.00,11.18,,10.17,
etched,etched,0.51,Verb,6,3,1,etch,,,8.06,1.00,11.18,,10.17,
etcher,etcher,0.04,Noun,6,3,2,etcher,12.93,0.74,12.93,0.74,,,,
etching,etching,0.22,Noun,7,4,2,etching,10.58,1.00,10.58,1.00,,,,
etchings,etchings,0.20,Noun,8,5,2,etching,,,10.58,1.00,,,,
eternal,eternal,10.73,Adjective,7,6,3,eternal,8.26,1.00,8.26,1.00,,,,
eterne,eterne,0.02,Noun,6,4,2,eternal,,,8.26,1.00,,,,
eternities,eternities,0.04,Noun,10,8,4,eternity,,,8.60,1.00,,,,
eternity,eternity,7.98,Noun,8,7,4,eternity,8.60,1.00,8.60,1.00,,,,
ethanol,ethanol,0.29,Noun,7,6,3,ethanol,14.68,1.00,14.68,1.00,,,,
ether,ether,2.12,Noun,5,3,2,ether,13.44,0.89,13.44,0.89,,12.23,,11.80
ethereal,ethereal,0.37,Adjective,8,7,4,ethereal,14.87,0.79,14.87,0.79,,,,
ethers,ethers,0.02,Noun,6,4,2,ether,,,13.44,0.89,,12.23,,11.80
ethic,ethic,1.04,Noun,5,4,2,ethic,10.21,1.00,10.21,1.00,,,,10.32
ethical,ethical,2.73,Adjective,7,6,3,ethical,10.90,1.00,10.90,1.00,,,,
ethics,ethics,5.35,Noun,6,5,2,ethics,11.06,1.00,11.06,1.00,,,,11.29
ethnic,ethnic,1.78,Adjective,6,5,2,ethnic,10.89,1.00,10.89,1.00,,11.13,,9.94
ethnicity,ethnicity,0.22,Noun,9,8,4,ethnicity,10.44,1.00,10.44,1.00,,,,
ethnocentric,ethnocentric,0.02,Adjective,12,11,4,ethnocentric,15.67,0.75,15.67,0.75,,,,
ethnographic,ethnographic,0.04,Adjective,12,10,4,ethnographic,15.00,0.61,15.00,0.61,,,,
ethos,ethos,0.14,Noun,5,4,2,ethos,15.71,0.78,15.71,0.78,,,,
ethyl,ethyl,0.37,Noun,5,4,2,ethyl,14.80,0.71,14.80,0.71,,,,
ethylene,ethylene,0.20,Noun,8,6,3,ethylene,15.87,0.79,15.87,0.79,,,,
etiological,etiological,0.02,Adjective,11,11,6,etiological,17.58,0.63,17.58,0.63,,,,
etiology,aetiology,0.08,Noun,8,8,5,etiology,17.46,0.62,17.46,0.62,,,,
etiquette,etiquette,1.88,Noun,9,6,3,etiquette,9.50,1.00,9.50,1.00,,12.11,,
etymological,etymological,0.02,Adjective,12,12,6,etymological,16.05,0.56,16.05,0.56,,,,
etymology,etymology,0.14,Noun,9,9,5,etymology,17.43,0.67,17.43,0.67,,,,
eucalypti,eucalypti,0.02,Noun,9,9,4,eucalyptus,,,10.62,0.89,,,,
eucalyptus,eucalyptus,0.49,Adjective,10,10,4,eucalyptus,10.62,0.89,10.62,0.89,,,,
eugenics,eugenics,0.08,Noun,8,8,3,eugenics,15.67,0.57,15.67,0.57,,,,
eulogies,eulogies,0.24,Noun,8,7,3,eulogy,,,12.47,0.95,,,,
eulogistic,eulogistic,#N/A,#N/A,10,10,4,eulogistic,15.73,0.52,15.73,0.52,,,,
eulogize,eulogise,0.08,Verb,8,7,3,eulogize,12.67,0.67,12.67,0.67,,,,
eulogized,eulogised,0.06,Verb,9,8,3,eulogize,,,12.67,0.67,,,,
eulogy,eulogy,1.65,Noun,6,6,3,eulogy,12.47,0.95,12.47,0.95,,,,
eunuch,eunuch,1.27,Noun,6,5,2,eunuch,15.25,0.67,15.25,0.67,,,,
eunuchs,eunuchs,0.39,Noun,7,6,2,eunuch,,,15.25,0.67,,,,
euphemism,euphemism,0.90,Noun,9,9,4,euphemism,14.38,0.89,14.38,0.89,,,,
euphemisms,euphemisms,0.27,Noun,10,10,4,euphemism,,,14.38,0.89,,,,
euphemistic,euphemistic,0.02,Adjective,11,10,4,euphemistic,14.53,0.83,14.53,0.83,,,,
euphonious,euphonious,0.06,Adjective,10,8,4,euphonious,16.40,0.50,16.40,0.50,,,,
euphony,euphony,0.02,Noun,7,6,3,euphony,15.90,0.56,15.90,0.56,,,,
euphoria,euphoria,0.49,Noun,8,7,4,euphoria,12.11,1.00,12.11,1.00,,,,
euphoric,euphoric,0.41,Adjective,8,7,3,euphoric,12.82,0.94,12.82,0.94,,,,
euro,euro,0.61,Adjective,4,4,2,euro,13.89,1.00,13.89,1.00,,,,
europium,europium,#N/A,#N/A,8,8,4,europium,NA,0.00,NA,0.00,,,,
euthanasia,euthanasia,0.45,Noun,10,8,4,euthanasia,14.00,0.84,14.00,0.84,,,,
euthanize,euthanize,0.22,Verb,9,7,3,euthanize,13.28,0.95,13.28,0.95,,,,
euthanized,euthanized,0.14,Verb,10,8,3,euthanize,,,13.28,0.95,,,,
evacuate,evacuate,5.61,Verb,8,8,4,evacuate,8.90,1.00,8.90,1.00,,,,
evacuated,evacuated,2.10,Verb,9,11,5,evacuate,,,8.90,1.00,,,,
evacuates,evacuates,0.04,Verb,9,10,4,evacuate,,,8.90,1.00,,,,
evacuating,evacuating,1.18,Verb,10,11,5,evacuate,,,8.90,1.00,,,,
evacuation,evacuation,3.31,Noun,10,11,5,evacuation,9.56,1.00,9.56,1.00,,10.81,,
evacuations,evacuations,0.08,Noun,11,12,5,evacuation,,,9.56,1.00,,10.81,,
evade,evade,0.88,Verb,5,4,2,evade,11.11,1.00,11.11,1.00,,,,11.19
evaded,evaded,0.24,Verb,6,6,3,evade,,,11.11,1.00,,,,11.19
evader,evader,0.02,Noun,6,5,3,evader,12.28,1.00,12.28,1.00,,,,
evades,evades,0.06,Verb,6,5,2,evade,,,11.11,1.00,,,,11.19
evading,evading,0.63,Verb,7,6,3,evade,,,11.11,1.00,,,,11.19
evaluate,evaluate,1.73,Verb,8,8,4,evaluate,9.11,1.00,9.11,1.00,11.88,,,
evaluated,evaluated,0.61,Verb,9,10,5,evaluate,,,9.11,1.00,11.88,,,
evaluates,evaluates,0.04,Verb,9,9,4,evaluate,,,9.11,1.00,11.88,,,
evaluating,evaluating,0.39,Verb,10,10,5,evaluate,,,9.11,1.00,11.88,,,
evaluation,evaluation,4.41,Noun,10,10,5,evaluation,11.37,1.00,11.37,1.00,,,,
evaluations,evaluations,0.67,Noun,11,11,5,evaluation,,,11.37,1.00,,,,
evaluator,evaluator,0.02,Noun,9,10,5,evaluator,11.18,0.94,11.18,0.94,,,,
evaluators,evaluators,0.06,Noun,10,11,5,evaluator,,,11.18,0.94,,,,
evangelical,evangelical,0.22,Adjective,11,11,5,evangelical,12.94,0.94,12.94,0.94,,,,
evangelicals,evangelicals,0.02,Noun,12,12,5,evangelical,,,12.94,0.94,,,,
evangelism,evangelism,0.08,Noun,10,11,5,evangelism,12.39,0.90,12.39,0.90,,,,
evangelist,evangelist,0.12,Noun,10,10,4,evangelist,10.94,1.00,10.94,1.00,,12.34,,
evangelists,evangelists,0.06,Noun,11,11,4,evangelist,,,10.94,1.00,,12.34,,
evaporate,evaporate,0.47,Verb,9,7,4,evaporate,10.05,1.00,10.05,1.00,9.79,,,
evaporated,evaporated,0.47,Verb,10,9,5,evaporate,,,10.05,1.00,9.79,,,
evaporates,evaporates,0.18,Verb,10,8,4,evaporate,,,10.05,1.00,9.79,,,
evaporating,evaporating,0.31,Verb,11,9,5,evaporate,,,10.05,1.00,9.79,,,
evaporation,evaporation,0.04,Noun,11,9,5,evaporation,10.39,1.00,10.39,1.00,,,,
evaporator,evaporator,0.06,Noun,10,8,5,evaporator,11.81,1.00,11.81,1.00,,,,
evaporators,evaporators,0.02,Noun,11,10,5,evaporator,,,11.81,1.00,,,,
evasion,evasion,1.16,Noun,7,6,3,evasion,12.00,1.00,12.00,1.00,,,,
evasions,evasions,0.14,Noun,8,7,3,evasion,,,12.00,1.00,,,,
evasive,evasive,1.80,Adjective,7,6,3,evasive,12.50,1.00,12.50,1.00,,,,
evasiveness,evasiveness,0.06,Noun,11,9,4,evasiveness,13.12,0.89,13.12,0.89,,,,
eve,eve,28.18,Name,3,2,1,eve,5.60,1.00,5.60,1.00,,,6.87,
even,even,875.92,Adverb,4,4,2,even,6.37,1.00,6.37,1.00,6.32,,,5.93
evened,evened,0.18,Verb,6,5,2,even,,,6.37,1.00,6.32,,,5.93
evenhanded,even-handed,0.02,Adjective,10,10,4,evenhanded,11.94,0.89,11.94,0.89,,,,
evening,evening,120.69,Noun,7,5,2,evening,5.84,1.00,5.84,1.00,,6.15,,
evenings,evenings,2.59,Noun,8,6,2,evening,,,5.84,1.00,,6.15,,
evens,evens,0.53,Verb,5,5,2,evens,7.76,0.85,7.76,0.85,,,,
event,event,26.37,Noun,5,5,2,event,7.81,1.00,7.81,1.00,7.41,8.09,,
eventful,eventful,0.35,Adjective,8,8,3,eventful,9.32,1.00,9.32,1.00,,,,
eventide,eventide,0.02,Noun,8,7,3,eventide,17.38,0.65,17.38,0.65,,,,
events,events,16.86,Noun,6,6,2,event,,,7.81,1.00,7.41,8.09,,
eventual,eventual,0.43,Adjective,8,8,4,eventual,9.58,1.00,9.58,1.00,,,,
eventualities,eventualities,0.12,Noun,13,13,6,eventuality,,,12.74,1.00,,,,
eventuality,eventuality,0.18,Noun,11,11,6,eventuality,12.74,1.00,12.74,1.00,,,,
eventually,eventually,24.43,Adverb,10,10,5,eventually,7.03,1.00,7.03,1.00,8.02,,,
eventuate,eventuate,0.02,Verb,9,9,4,eventuate,12.92,0.68,12.92,0.68,,,,
ever,ever,709.22,Adverb,4,3,2,ever,6.26,1.00,6.26,1.00,5.71,6.28,,5.20
everblooming,everblooming,#N/A,#N/A,12,9,4,everblooming,13.23,0.68,13.23,0.68,,,,
evergreen,evergreen,0.20,Adjective,9,7,3,evergreen,8.95,1.00,8.95,1.00,,8.39,,
evergreens,evergreens,0.04,Noun,10,8,3,evergreen,,,8.95,1.00,,8.39,,
everlasting,everlasting,2.55,Adjective,11,9,4,everlasting,8.20,0.95,8.20,0.95,,,,
every,every,549.16,Article,5,4,3,every,4.20,1.00,4.20,1.00,5.37,,,5.37
everybody,everybody,344.22,Pronoun,9,8,4,everybody,4.88,1.00,4.88,1.00,5.16,,,
everyday,everyday,10.88,Adjective,8,6,3,everyday,5.05,1.00,5.05,1.00,,,,
everyman,everyman,0.47,Noun,8,7,3,everyman,10.64,0.78,10.64,0.78,,,,
everymen,everymen,0.02,Noun,8,8,4,everyman,,,10.64,0.78,,,,
everyone,everyone,241.65,Pronoun,8,7,3,everyone,4.83,1.00,4.83,1.00,5.22,,,
everyplace,everyplace,0.37,Noun,10,8,3,everyplace,7.61,0.95,7.61,0.95,,,,
everything,everything,654.88,Pronoun,10,7,3,everything,4.44,1.00,4.44,1.00,5.04,,,
everyway,everyway,0.04,Noun,8,7,4,everyway,8.05,0.95,8.05,0.95,,,,
everywhere,everywhere,51.78,Adverb,10,7,3,everywhere,5.61,1.00,5.61,1.00,5.22,,,
